code,title,credits
MATH 3319,DIFFERENTIAL EQUATIONS & LINEAR ALGEBRA,3
MSE 4320,NANOSCALE MATERIALS,3
KINE 4291,CONFERENCE COURSE,2
ENGL 4322,EARLY MODERN LITERATURE,3
POLS 4393,PREPARING FOR CAREERS IN POLITICAL SCIENCE,3
MATH 5348,ADVANCED ALGEBRA IN SECONDARY SCHOOL MATHEMATICS,3
CSE 6350,ADVANCED TOPICS IN COMPUTER ARCHITECTURE,3
SCIE 4331,KNOWING AND LEARNING IN STEM,3
BIOL 2458,HUMAN ANATOMY AND PHYSIOLOGY II,4
ME 6297,RESEARCH IN MECHANICAL ENGINEERING,2
EE 3444,ELECTRONICS II,4
EDAD 5384,RESOURCE MANAGEMENT IN EDUCATION,3
BE 5366,PROCESS CONTROL IN BIOTECHNOLOGY,3
SOCI 5325,READING THE QUALITATIVE CLASSICS,3
EE 2303,ELECTRONICS I,3
ASA 3491,AFFILIATED STUDIES ABROAD,4
MUSI 5013,ORCHESTRAL EXCERPTS,0
POLS 5310,ANALYZING POLITICS: RESEARCH DESIGN AND METHODS,3
PORT 3311,PORTUGUESE LOCALIZATION AND TRANSLATION II,3
EE 5314,EMBEDDED MICROCONTROLLER SYSTEMS,3
ART 5320,ART CRITICISM & THEORY,3
PLAN 5191,CONFERENCE COURSE,1
ECON 2306,PRINCIPLES OF MICROECONOMICS,3
MAE 4151,AEROSPACE VEHICLE DESIGN II,1
SOCW 5355,MILITARY SOCIAL WORK,3
MSE 6396,MSE INTERNSHIP,3
POLS 4321,POLICY ENTREPRENEURSHIP,3
EDAD 6351,HIGHER EDUCATION AND STUDENT AFFAIRS ADMINISTRATION,3
ART 1301,ART APPRECIATION,3
PCOM 4391,CONFERENCE COURSE,3
PSYC 4412,ADVANCED TOPICS IN SOCIAL PSYCHOLOGY,4
BUSA 5344,SAS TOOLS FOR BUSINESS AND ECONOMICS,3
AE 5347,ROCKET PROPULSION,3
PHIL 2312,ETHICS,3
MUSI 5324,PRIVATE LESSONS IN JAZZ PIANO,3
OPMA 5363,OPERATIONS PLANNING AND CONTROL,3
BIOL 5310,SELECTED TOPICS IN BIOLOGY,3
ASDS 6305,STATISTICAL AND SCIENTIFIC COMPUTING II,3
SOCI 4365,TOPICS IN SOCIOLOGY,3
NURS 5308,NURSING INFORMATICS,3
DS 4326,TOPICS IN DISABILITY HISTORY,3
BIOL 5351,ENVIRONMENTAL MICROBIOLOGY,3
MATH 4334,ADVANCED MULTIVARIABLE CALCULUS,3
AAST 4341,INEQUALITIES IN PUBLIC EDUCATION,3
NURS 4200,COOPERATIVE NURSING WORK EXPERIENCE,2
EDAD 6315,ADVANCED STATISTICAL METHODS,3
ASA 4391,AFFILIATED STUDIES ABROAD,3
IE 6302,FACILITIES PLANNING AND DESIGN,3
PAPP 6699,DISSERTATION,6
SOCI 5313,RACE AND FAMILY,3
FREN 4318,INTRODUCTION TO FRENCH LINGUISTICS,3
AREN 4301,ADVANCED TOPICS IN ARCHITECTURAL ENGINEERING WITH LAB,3
ENGL 3352,HISTORY OF BRITISH LITERATURE II,3
ARAB 1442,BEGINNING ARABIC II,4
ME 5364,INTRODUCTION TO AERODYNAMICS OF ROTORCRAFT,3
EE 4329,SEMICONDUCTOR DEVICES,3
PSYC 5327,INDUSTRIAL AND ORGANIZATIONAL INTERNSHIP,3
ME 6397,RESEARCH IN MECHANICAL ENGINEERING,3
ANTH 2322,GLOBAL CULTURES,3
CE 6315,ADVANCED GEOTECHNICAL MODELING,3
EXCH 4391,EXCHANGE COURSE,3
BSAD 6322,MODELING IN BUSINESS RESEARCH,3
BE 5386,MEDICAL PRODUCT DESIGN CONTROL AND RISK MANAGEMENT,3
CM 1311,CONSTRUCTION DRAFTING,3
IE 5315,DATA SCIENCE PROJECT MANAGEMENT,3
ART 3391,HISTORY OF PHOTOGRAPHY,3
MAE 4325,COMBUSTION,3
KINE 5235,ADVANCED FUNCTIONAL ASSESSMENT AND CORRECTIVE EXERCISE,2
BE 3320,MEASUREMENT LABORATORY,3
NURSG 5327,EXPLORATION OF SCIENCE AND THEORIES FOR NURSING,3
OPMA 4314,SERVICE OPERATIONS,3
EDAD 6279,SUPERINTENDENCY PRACTICUM,2
HONR-LA 2407,HONORS SPECIAL TOPICS WITH LAB,4
LARC 4312,HISTORY AND THEORY OF LANDSCAPE ARCHITECTURE I,3
INTD 1342,DESIGN COMMUNICATION II,3
KORE 3301,TOPICS IN KOREAN LITERATURE AND CULTURE IN TRANSLATION,3
CHEM 3181,PHYSICAL CHEMISTRY I LABORATORY,1
KINE 6126,JOURNAL CLUB IN EX PHYSIOL,1
SPAN 5393,GRADUATE SPANISH INTERNSHIP,3
MUSI 5357,CURRENT TRENDS IN MUSIC EDUCATION,3
MILS 3341,LEADERSHIP I,3
MUSI 5138,PRIVATE LESSONS IN TROMBONE,1
ASA 5391,AFFILIATED STUDIES ABROAD,3
MATH 5353,APPLIED LINEAR MODELS,3
MUSI 3249,PRIVATE LESSONS IN BRASS,2
ASDS 5301,STATISTICAL THEORY AND APPLICATIONS,3
BE 3395,INTERNSHIP IN BIOENGINEERING,3
CHEM 3307,INTRODUCTION TO POLYMER CHEMISTRY,3
BSAD 6330,NONPARAMETRIC STATISTICS,3
EXSA 0177,TENNIS,1
CSE 4378,INTRODUCTION TO UNMANNED VEHICLE SYSTEMS,3
IE 4191,SPECIAL PROBLEMS IN INDUSTRIAL ENGINEERING,1
ART 4315,ASPECTS OF CONTEMPORARY ART,3
EVSE 6997,RESEARCH IN ENVIRONMENTAL & EARTH SCIENCE,9
HONR 2403,SPECIAL TOPICS,4
LARC 4395,SELECTED TOPICS IN LANDSCAPE ARCHITECTURE,3
ART 5393,INDEPENDENT AND DIRECTED RESEARCH IN FILM AND VIDEO,3
MAS 4327,WOMEN IN HISPANIC LITERATURE,3
PHYS 5394,RESEARCH IN PHYSICS,3
BE 5326,TISSUE ULTRASOUND OPTICAL IMAGING,3
CE 3305,BASIC FLUID MECHANICS,3
NURSC 5315,ADVANCED PATHOPHYSIOLOGY,3
CSE 5319,SPECIAL TOPICS IN THEORY & ALGORITHMS,3
AE 5400,PREPARATORY COURSE FOR AEROSPACE ENGINEERING,4
SPAN 4335,BUSINESS SPANISH,3
CRCJ 4389,TOPICS IN LAW ENFORCEMENT AND PRIVATE SECURITY,3
SCIE 5392,SELECTED TOPICS IN SCIENCE,3
ENGL 4332,THE VICTORIAN ERA,3
MSE 5398,THESIS,3
BIOL 4388,INSTRUCTIONAL TECHNIQUES IN BIOLOGY,3
PLAN 4395,STUDIES IN PLANNING,3
MUSI 2144,PRIVATE LESSONS IN DOUBLE BASS,1
AAST 3342,RELIGION IN MODERN AMERICA,3
GEOL 5342,MICROFOSSILS AND CARBONATE ROCKS,3
MUSI 5387,ANALYSIS OF POPULAR MUSIC,3
SPED 5601,CLINICAL TEACHING,6
ARCH 4353,HISTORY OF LANDSCAPE ARCHITECTURE,3
THEA 1304,STAGECRAFT I,3
SPAN 1491,CONFERENCE COURSE,4
REE 1301,INTRODUCTION TO RESOURCE & ENERGY ENGINEERING,3
ASA 2191,AFFILIATED STUDY ABROAD,1
ANTH 3354,ANTHROPOLOGY OF HUNTING,3
MATH 5363,OSCILLATIONS AND WAVES,3
GERM 4335,BUSINESS GERMAN,3
ANTH 3374,ARCHEOLOGY OF EUROPE,3
SOCI 4291,CONFERENCE COURSE,2
EDAD 5379,SUPERINTENDENCY INTERNSHIP,3
EE 5379,TOPICS IN POWER SYSTEM ENGINEERING,3
COMM 3310,COMMUNICATION LAW & ETHICS,3
JOUR 3345,COPY EDITING,3
PSYC 5329,PERFORMANCE MANAGEMENT SYSTEMS,3
ECON 5317,DATA VISUALIZATION,3
SPEC 4301,TOPICS COURSE,3
ENGR 1250,PROBLEM SOLVING IN ENGINEERING,2
CHEM 1346,CHEMISTRY IN THE WORLD AROUND US II,3
THEA 2310,DRAWING AND RENDERING FOR THE THEATRE,3
HONR 4320,HONORS INTERNSHIP,3
INSY 5352,TOPICS IN OBJECT TECHNOLOGY,3
MUSI 3211,EARLY CHILDHOOD MUSIC,2
MUSI 1104,WOODWIND CLASS I,1
HIST 3386,AFRICAN HISTORY II,3
KINE 2330,CARE AND PREVENTION OF ATHLETIC INJURIES,3
POLS 5369,SOCIAL POLICY,3
EXSA 0163,YOGA,1
REAE 5327,ADVANCED REAL ESTATE MARKET ANALYSIS,3
ARCH 5335,ADVANCED PROFESSIONAL PRACTICE II: MARKETING DESIGN SERVICES,3
KINE 1300,INTRODUCTION TO KINESIOLOGY AND EXERCISE SCIENCE,3
MATH 4314,ADVANCED DISCRETE MATHEMATICS,3
EDML 5391,INDEPENDENT RESEARCH,3
POLS 4327,POLITICAL IDEAS OF THE ANCIENT WORLD,3
CSE 5372,RISC PROCESSOR DESIGN,3
KINE 5298,THESIS,2
PHYS 6604,APPLIED PHYSICS INTERNSHIP,6
MODL 3310,LOCALIZATION & TRANSLATION I,3
PLAN 5313,URBAN GROWTH POLICIES,3
MUSI 1147,PRIVATE LESSONS IN JAZZ BASS,1
SPEC 5301,TOPICS COURSE,3
MODL 3346,BUSINESS OF LOCALIZATION AND TRANSLATION,3
EVSE 6197,RESEARCH IN ENVIRONMENTAL & EARTH SCIENCES,1
EXCH 1391,EXCHANGE COURSE,3
SCIE 5308,INTEGRATED PHYSICS AND CHEMISTRY: PHYSICS,3
SOCI 3323,COLLECTIVE BEHAVIOR,3
ECON 5398,THESIS,3
DATA 4391,SPECIAL TOPICS IN DATA SCIENCE,3
AREN 4356,ADVANCED STEEL DESIGN,3
KINE 6362,PRINCIPLES OF MOVEMENT NEUROSCIENCE,3
CSE 5351,PARALLEL PROCESSING,3
GERM 3301,TOPICS IN GERMAN LITERATURE AND CULTURE IN TRANSLATION,3
SOCW 1331,SOCIAL WORK PROFESSIONALISM,3
SOCI 3328,MARITAL AND SEXUAL LIFESTYLES,3
COMS 1302,VOICE AND DICTION,3
DNCE 1132,MODERN DANCE I,1
ECON 3335,ECONOMICS OF PUBLIC POLICIES,3
PAPP 5316,HUMAN SERVICES,3
ANTH 3352,ARCHAEOLOGY OF AFRICA,3
BIOL 3358,ASTROBIOLOGY II,3
MATH 5325,ALGEBRAIC NUMBER THEORY,3
HIST 3395,SELECTED TOPICS IN HISTORY,3
PHYS 4391,SPECIAL TOPICS,3
NURSC 5660,FAMILY NP ADVANCED PRACTICUM,6
ENGR 5302,ENGINEERING ENTREPRENEURSHIP,3
MSE 5304,ANALYSIS OF MATERIALS,3
MAE 1105,INTRODUCTION TO MECHANICAL AND AEROSPACE ENGINEERING,1
GEOL 2406,NATURAL RESOURCES & SUSTAINABILITY,4
LING 5331,ADVANCED FORMAL SYNTAX,3
ART 4366,WEB DESIGN,3
MUSI 0117,TROMBONE CHOIR,1
LARC 5323,STUDIO TEACHING,3
EE 2415,CIRCUIT ANALYSIS I,4
EDAD 4330,CAPSTONE IN LEADERSHIP STUDIES,3
CRCJ 5396,CONFERENCE COURSE IN CRIMINAL JUSTICE,3
ARCH 4369,TERRITORIAL STRATEGIES,3
BIOL 4440,LABORATORY METHODS IN BACTERIAL PATHOGENESIS,4
LSHP 4314,GLOBAL MARKET PLACE,3
HONR-SC 4407,HONORS SPECIAL TOPICS WITH LAB,4
MATH 5305,STATISTICAL METHODS,3
MUSI 4249,PRIVATE LESSONS IN BRASS,2
PAPP 5367,STRATEGIC PUBLIC AND NONPROFIT HUMAN RESOURCES MANAGEMENT,3
SCIE 5292,SELECTED TOPICS IN SCIENCE,2
DS 3327,CYBORGS AND PROSTHETICS,3
EE 5329,TOPICS IN SYSTEMS ENGINEERING,3
MATH 4150,SEMINAR IN MATHEMATICAL BIOLOGY,1
SPAN 4342,TRANSLATION IN HEALTHCARE SETTINGS,3
CSE 5305,FOUNDATIONS OF GRADUATE LEVEL STUDIES IN COMPUTER SCIENCE,3
HCAD 5330,SERVICE MARKETING MANAGEMENT,3
IE 5333,LOGISTICS TRANSPORTATION SYSTEMS DESIGN,3
NURSC 5329,ROLE OF THE NURSE EDUCATOR,3
LING 5371,SURVEY OF THEORIES IN APPLIED LINGUISTICS,3
MSE 5314,FRACTURE MECHANICS,3
MATH 5314,EXPERIMENTAL DESIGN,3
SOCW 6328,SOCIAL POLICY RESEARCH AND ANALYSIS,3
MUSI 3351,PRIVATE LESSONS IN VOICE,3
MUSI 2267,PRIVATE LESSONS IN HARPSICHORD,2
ECON 3328,PRINCIPLES OF TRANSPORTATION,3
CHEM 6904,CHEMISTRY CAREER DEVELOPMENT,9
BEEP 5365,ORGANIZATION & ADMINISTRATION OF DUAL LANGUAGE PROGRAMS,3
MSE 4357,SYNTHESIS AND PROPERTIES OF MODERN ENGINEERING MATERIALS,3
ACCT 4302,COST ANALYSIS AND DECISION MAKING,3
ACCT 5342,TAX PROBLEMS OF CORPORATIONS AND SHAREHOLDERS,3
BIOL 3101,CURRENT TOPICS IN BIOLOGY,1
ANTH 3335,GANDHI: CULTURE AND POLITICS IN A GLOBAL WORLD,3
MANA 5312,MANAGING THE ENTERPRISE,3
PHYS 4281,SPECIAL PROBLEMS,2
EDAD 5340,THE GLOBAL COLLEGE STUDENT,3
KINE 4339,SPORTS LEADERSHIP AND MANAGEMENT INTERNSHIP,3
SOCI 3340,SOCIOLOGY OF EDUCATION,3
MATH 5326,ALGEBRAIC TOPOLOGY,3
PLAN 6331,GIS WORKSHOP,3
LING 6391,RESEARCH IN LINGUISTICS,3
ECON 5319,INTERNATIONAL TRADE AND INVESTMENT,3
MUSI 5345,PRIVATE LESSONS IN JAZZ DRUMSET,3
GWSS 4290,CONFERENCE COURSE,2
ME 5386,WIND & OCEAN CURRENT ENERGY HARVESTING FUNDAMENTALS,3
PSYC 4261,READINGS IN PSYCHOLOGY,2
BSAD 6316,FINANCIAL ECONOMETRICS,3
ART 4346,GRAPHICS: PORTFOLIO PREPARATION,3
MAS 4318,MEXICAN LITERATURE,3
EDAD 5383,THE PRINCIPALSHIP,3
BIOL 3355,TOXICOLOGY,3
ENGR 1204,ENGINEERING FIRST YEAR SEMINAR,2
ENGL 5340,CRITICAL THEORY: THE MAJOR TRADITIONAL TEXTS,3
IE 2305,COMPUTER APPLICATIONS IN INDUSTRIAL ENGINEERING,3
ART 3361,SITUATIONAL LIGHTING,3
PHYS 1302,PHYSICS FOR NON SPECIALISTS II,3
AAST 3330,CULTURAL DIVERSITY AND IDENTITY,3
LING 6395,SEMINAR IN SECOND LANGUAGE ACQUISITION,3
CHEM 4391,READINGS IN CHEMISTRY,3
SOCI 5341,SEMINARS IN THEORY AND RESEARCH METHODS,3
MAE 4287,DESIGN PROJECT I,2
EXCH 1191,EXCHANGE COURSE,1
KINE 5353,LOWER EXTREMITY ASSESSMENT AND REHABILITATION,3
HONR-BU 4315,EXECUTIVE INTERNSHIP,3
BE 4366,PROCESS CONTROL IN BIOTECHNOLOGY,3
MARK 4303,RETAIL MARKETING,3
PSYC 3300,RESEARCH METHODS IN PSYCHOLOGY,3
HONR 4303,ADVANCED SPECIAL TOPICS,3
COMM 5392,SEMINAR,3
ACCT 3309,ACCOUNTING FOR MANAGERS,3
FREN 5314,ADVANCED STYLISTICS,3
MARK 5142,ADVANCED TOPICS IN MARKETING RESEARCH,1
KINE 5395,RESEARCH METHODS FOR PUBLIC HEALTH,3
BE 6499,DISSERTATION,4
CSE 6349,SPECIAL TOPICS IN ADVANCED NETWORKING,3
PHIL 2313,PHILOSOPHY OF THE ARTS,3
MUSI 5225,PRIVATE LESSONS IN VIOLIN,2
EMBA 5417,EXPERIENCING THE BUSINESS ENVIRONMENT: INDUSTRY PROJECT,4
CSE 6369,SPECIAL TOPICS ADVANCED INTELLIGENT SYSTEMS,3
NURSC 5130,PEDIATRIC ASSESSMENT LAB,1
NURSU 3352,THE LEGACY OF THE FAMILY,3
EVSE 5294,INDIVIDUAL PROBLEMS IN ENVIRONMENTAL & EARTH SCIENCES,2
NURS-UL 3366,PATHOPHYSIOLOGIC PROCESSES: IMPLICATIONS FOR NURSING,3
ECED 4318,FOUNDATIONS OF EARLY CHILDHOOD EDUCATION,3
ME 5331,ANALYTIC METHODS IN ENGINEERING,3
SPAN 4316,ADVANCED SPANISH LANGUAGE STUDY,3
SOCW 6356,SEMINAR IN PROGRAM AND PRACTICE EVALUATION,3
EVSE 5398,THESIS,3
MUSI 3356,PRIVATE LESSONS IN WOODWINDS,3
MUSI 5100,WIND SYMPHONY,1
NURS 5327,EXPLORATION OF SCIENCE AND THEORIES FOR NURSING,3
ENGL 4325,CHAUCER,3
MUSI 0119,TRUMPET ENSEMBLE,1
MAS 3314,THE LATINA EXPERIENCE,3
EDUC 4346,SECONDARY SCHOOL CULTURE AND THE TEACHING PROFESSION,3
ACCT 5313,SOFTWARE TOOLS,3
NURSC 5325,PSYCHIATRIC MENTAL HEALTH CLINICAL PRACTICE II,3
CE 5309,PRESTRESSED CONCRETE,3
CHEM 3131,CHEMISTRY COMMUNITY SERVICE LEARNING,1
BSTAT 5399,GRADUATE BUSINESS ANALYTICS INTERNSHIP,3
BE 1000,UNDERGRADUATE RESEARCH,0
BLAW 5331,LAW OF INTERNATIONAL BUSINESS,3
MATH 4335,ANALYSIS II,3
DNCE 4235,BALLET III,2
PLAN 5998,PLANNING THESIS,9
EMBA 5303,STRATEGIC COST MANAGEMENT,3
SPED 5304,INSTRUCTIONAL STRATEGIES FOR STUDENTS WITH DISABILITIES,3
EE 4391,ADVANCED PROBLEMS IN ELECTRICAL ENGINEERING,3
CRCJ 4388,TOPICS IN LAW AND JUDICIAL PROCESSES,3
MATH 5372,OPTIMIZATION METHODS & NUMERICAL SOLUTIONS OF NONLINEAR EQUATIONS,3
MANA 6328,SEMINAR IN BUSINESS POLICY,3
PSYC 3320,BEHAVIOR AND MOTIVATION,3
MARK 5340,MARKETING STRATEGY,3
ACCT 4332,INTERNAL AUDITING I,3
INSY 5199,GRADUATE INFORMATION SYSTEMS INTERNSHIP,1
BANA 4308,ADVANCED DATA SCIENCE,3
LING 4326,BILINGUALISM,3
PAPP 6305,ADVANCED THEORIES OF URBAN SOCIETY,3
EDUC 5309,ADVANCED TEACHING MODELS FOR DIVERSE LEARNERS,3
MUSI 4478,PRIVATE LESSONS IN HARPSICHORD,4
ECON 5316,DIGITAL BUSINESS TRANSFORMATION,3
KINE 1100,LAB SKILLS IN KINESIOLOGY AND EXERCISE SCIENCE,1
PHIL 3321,PHILOSOPHY OF LANGUAGE,3
EDML 5304,SOCIAL STUDIES IN THE MIDDLE GRADES,3
EDAD 6352,HIGHER EDUCATION LAW,3
KINE 4329,STRENGTH & CONDITIONING IN SPORT AND PERFORMANCE,3
EE 5311,VLSI SIGNAL PROCESSING ARCHITECTURES,3
MUSI 4111,ORCHESTRAL EXCERPTS,1
MUSI 4128,ADVANCED AUDIO RECORDING,1
THEA 4322,PLAYWRITING II,3
SPED 4302,COLLABORATIVE PRACTICES AND TRANSITION PLANNING IN SPECIAL EDUCATION,3
DNCE 1300,DANCE APPRECIATION,3
DS 3321,TOPICS IN DISABILITY STUDIES,3
ANTH 3332,FOOD AND CULTURE,3
EDUC 5314,EFFECTIVE CLASSROOM INSTRUCTION,3
CM 5377,CONSTRUCTION FINANCE,3
NURS 6302,ISSUES IN STUDYING THE HEALTH OF CULTURALLY DIVERSE AND VULNERABLE POPULATIONS,3
KINE 4205,ADVANCED TECHNIQUES AND TACTICS OF VOLLEYBALL,2
HONR-BU 4313,SENIOR EXECUTIVE LEADERSHIP,3
PAPP 5331,LAND USE PLANNING AND THE LAW,3
CE 6354,REPAIR AND REHABILITATION OF STRUCTURES,3
EVSE 5457,ENVIRONMENTAL ANALYTICAL CHEMISTRY,4
MATH 5358,REGRESSION ANALYSIS,3
NURSC 5334,ADVANCED PHARMACOLOGY FOR NURSE PRACTITIONERS,3
MSE 5353,FUNDAMENTALS OF SUSTAINABLE ENERGY,3
COMS 3312,BACKGROUNDS OF PUBLIC ADDRESS,3
BANA 4331,SEMINAR IN BUSINESS ANALYTICS,3
PHYS 3358,ASTROBIOLOGY II,3
SOCW 6190,TUTORIAL,1
ARCH 5303,HISTORY OF ARCHITECTURE AND INTERIOR DESIGN I,3
IE 6297,RESEARCH IN INDUSTRIAL ENGINEERING,2
MUSI 1250,PRIVATE LESSONS IN PERCUSSION,2
UDES 4551,URBAN DESIGN STUDIO III: CLIMATE CHANGE,5
BE 3191,DIRECTED RESEARCH IN BIOENGINEERING,1
MUSI 3353,PRIVATE LESSONS IN PIANO,3
SUT 3308,SOCIAL WORK RESEARCH METHODS,3
NURSC 5610,NEONATAL NP ADVANCED PRACTICUM,6
SUPA 5301,FOUNDATIONS OF URBAN POLITICS AND ECONOMICS,3
MATH 5313,MATHEMATICAL STATISTICS II,3
BIOL 3317,GENOMICS,3
ARCH 4310,SKYSCRAPER HISTORIES,3
GEOG 3327,CITIES AND SUBURBS IN THE UNITED STATES,3
FINA 6313,ADVANCED RESEARCH IN FINANCE,3
NURSG 5310,TEACHING AND LEARNING THEORIES AND STRATEGIES IN NURSING EDUCATION,3
BE 5331,POLYMERS AND BIOCOMPATIBILITY,3
EE 5351,DIGITAL VIDEO CODING,3
EE 2301,MODELING AND ANALYSIS METHODS IN ELECTRICAL ENGINEERING,3
POLS 5334,VIOLENCE AND DEPRIVATION IN WORLD POLITICS,3
MATH 4291,SPECIAL TOPICS IN MATHEMATICS,2
EE 5360,DATA COMMUNICATIONS ENGINEERING,3
HONR 4244,HONORS SERVICE LEARNING OPPORTUNITIES,2
GWSS 4390,CONFERENCE COURSE,3
EDCO 5340,ADVANCED HUMAN GROWTH AND DIVERSITY,3
ANTH 4460,ZOOARCHAEOLOGY,4
DASC 5300,FOUNDATION OF COMPUTING,3
NURSC 5685,PEDIATRIC PRIMARY CARE NP ADVANCED PRACTICUM,6
KINE 5329,STRENGTH & CONDITIONING IN SPORT AND PERFORMANCE,3
ANTH 5310,HISTORY OF ANTHROPOLOGICAL THEORY,3
BCMN 4393,SPECIAL TOPICS,3
CRCJ 5364,CRIME AND THE MEDIA,3
CE 5357,HYDROLOGIC TECHNIQUES,3
CHIN 4334,CONTEMPORARY CHINESE CULTURE,3
MATH 3318,DIFFERENTIAL EQUATIONS,3
EXSS 4121,PRAC ADOLESNTS,1
REAE 5313,GIS & PROPERTY ANALYSIS,3
POLS 4328,MODERN POLITICAL IDEAS,3
BIOL 3359,MEDICAL MOLECULAR BIOLOGY,3
INSY 6307,SEMINAR IN IS MANAGEMENT,3
CRCJ 3338,JUVENILE JUSTICE SYSTEMS,3
BIOL 5398,THESIS,3
PLAN 5197,PROFESSIONAL REPORT,1
HCAD 5333,ECONOMICS OF HEALTH,3
CSE 6399,DISSERTATION,3
HONR-SC 2425,HONORS CALCULUS II,4
MASI 5282,INDEPENDENT STUDIES IN MANAGEMENT SCIENCES,2
ME 5316,THERMAL CONDUCTION,3
SPAN 5398,THESIS,3
EXCH 2391,EXCHANGE COURSE,3
MANA 5327,HUMAN RESOURCE LAW,3
INSY 4307,CLOUD COMPUTING,3
SOCW 6397,WRITING FOR PUBLICATION,3
INSY 4191,STUDIES IN INFORMATION SYSTEMS,1
CSE 6362,ADVANCED TOPICS IN ARTIFICIAL INTELLIGENCE,3
MATH 6356,TIME SERIES ANALYSIS,3
ECED 5291,INDEPENDENT RESEARCH,2
CHEM 1451,CHEMISTRY FOR HEALTH SCIENCES,4
THEA 4346,THEATRICAL WEAPONRY,3
CHEM 5383,ADVANCED LABORATORY TECHNIQUES IN CHEMISTRY III,3
BIOL 5373,THESIS RESEARCH IN MICROBIOLOGY,3
COMM 3303,COMMUNICATION GRAPHICS,3
CE 5392,SPECIAL TOPICS IN AIR POLLUTION,3
SOCI 3317,INDIVIDUAL AND SOCIETY,3
MUSI 4300,JAZZ PERSPECTIVES,3
HUMA 4302,SOCIAL AND POLITICAL THEORY,3
SOCW 5332,DIRECT PRACTICE WITH AGING,3
OPMA 6392,SPECIAL TOPICS IN OPERATIONS MANAGEMENT,3
GREK 1442,GREEK LEVEL II,4
PAPP 5391,TOPICS IN URBAN POLICY,3
HONR 3504,HONORS SPECIAL TOPICS,5
MARK 4191,STUDIES IN MARKETING,1
ARCH 4326,ENVIRONMENTAL CONTROL SYSTEMS II,3
REAE 5199,GRAD REAL ESTATE INTERNSHIP,1
EE 5321,OPTIMAL CONTROL,3
BE 5193,MS COMPREHENSIVE EXAMINATION,1
THEA 3313,PERIOD STYLES,3
PSYC 4357,HEALTH PSYCHOLOGY,3
CRCJ 2335,ETHICS AND THE CRIMINAL JUSTICE SYSTEM,3
EDTC 5390,SELECTED TOPICS IN EDUCATION,3
NURS 4393,NURSING CERTIFICATION,3
MAE 4386,WIND & OCEAN CURRENT ENERGY HARVESTING FUNDAMENTALS,3
ART 5347,RESEARCH IN DRAWING,3
POLS 4370,INTERNATIONAL RELATIONS OF THE MIDDLE EAST,3
KINE 4400,APPLIED EXERCISE PHYSIOLOGY,4
ART 3368,DIGITAL PAINTING,3
THEA 3321,PERFORMANCE DEVISING,3
ANTH 3311,HUMAN ADAPTATION AND THE CONCEPT OF RACE,3
CSE 2441,DIGITAL LOGIC DESIGN I,4
AE 5380,DESIGN OF DIGITAL CONTROL SYSTEMS,3
ART 5392,INDEPENDENT STUDY IN VISUAL COMMUNICATION,3
ENGL 5361,TOPICS IN MEDIA STUDIES,3
KINE 5229,FUNCTIONAL ANATOMY AND BIOMECHANICS FOR THE ATHLETIC TRAINER,2
CM 3333,CONSTRUCTION DESIGN I,3
ART 3331,BRITISH ART,3
KINE 4589,EXERCISE SCIENCE INTERNSHIP,5
ACCT 6390,SPECIAL TOPICS IN ACCOUNTING RESEARCH,3
NURS 3322,HUMAN FACTORS IN HEALTHCARE,3
COMM 5347,CRISIS COMMUNICATION,3
CRCJ 3310,PROFESSIONAL WRITING FOR CRCJ MAJORS,3
PSYC 3301,PSYCHOLOGY OF HUMAN RELATIONS,3
PSYC 5251,READINGS IN PSYCHOLOGY,2
CHEM 5292,RESEARCH IN CHEMISTRY,2
SPAN 3311,SPANISH CULTURE AND CIVILIZATION,3
COMS 4315,PROFESSIONAL PRESENTATIONS,3
EE 6321,INTRODUCTION TO UNMANNED VEHICLE SYSTEMS,3
CE 5336,PAVEMENT DESIGN,3
THEA 3311,DIALECTS IN PERFORMANCE,3
HONR-BU 2303,HONORS SPECIAL TOPICS,3
CM 5300,TOPICS IN CONSTRUCTION MANAGEMENT,3
MUSI 0125,SAX CHOIR,1
REAE 5182,INDEPENDENT STUDIES IN REAL ESTATE,1
ENVR 3454,STATISTICS FOR EARTH AND ENVIRONMENTAL SCIENTISTS,4
LING 5316,TEACHING WITH TECHNOLOGY,3
ART 4368,ADVANCED DARKROOM PHOTOGRAPHY,3
ARCH 5330,COMPARATIVE STRUCTURES,3
SCIE 5192,SELECTED TOPICS IN SCIENCE,1
EVSE 5455,ENVIRONMENTAL DATA SCIENCE,4
PHYS 5391,SPECIAL TOPICS IN PHYSICS,3
FREN 5101,TEACHING PRACTICUM I,1
SPAN 5698,THESIS,6
GERM 4313,GERMAN LITERATURE AND CULTURE I,3
PHYS 4181,SPECIAL PROBLEMS,1
HIST 4191,UNDERGRADUATE CONFERENCE COURSE,1
NURS 5660,FAMILY NP ADVANCED PRACTICUM,6
KINE 3312,COACHING INVASION GAME PRINCIPLES,3
EE 5191,ADVANCED STUDY IN ELECTRICAL ENGINEERING,1
REAE 5399,GRAD REAL ESTATE INTERNSHIP,3
CRCJ 5342,ETHICS IN CRIMINAL JUSTICE,3
ARCH 5693,DESIGN THESIS,6
HIST 4341,IMAGES OF THE SOUTHWEST BORDERLANDS,3
HIST 4367,HITLER: HISTORY AND IMAGE,3
ENGL 2319,BRITISH LITERATURE,3
