code,title,credits
COMS 4391,CONFERENCE COURSE,3
GERM 3318,SPECIAL TOPICS IN GERMAN STUDIES I,3
HIST 4353,MEDIEVAL TRAVELERS,3
BIOL 3302,UNDERGRADUATE RESEARCH EXPERIENCE,3
MUSI 2244,PRIVATE LESSONS IN STRINGS,2
ANTH 1306,INTRODUCTION TO ANTHROPOLOGY,3
GREK 5391,CONFERENCE COURSE IN GREEK,3
BIOL 1301,NUTRITION,3
CSE 4308,ARTIFICIAL INTELLIGENCE,3
AAST 4399,CAPSTONE AFRICAN AMERICAN STUDIES,3
INSY 3300,INTRODUCTION TO PROGRAMMING,3
EDML 5303,MATHEMATICS IN THE MIDDLE GRADES,3
KINE 5393,PHYSIOLOGY OF EXERCISE INTERNSHIP,3
MANA 6338,SEMINAR IN ORGANIZATIONAL BEHAVIOR,3
LING 5303,ERROR ANALYSIS IN THE TEACHING OF ENGLISH AS A SECOND OR FOREIGN LANGUAGE,3
EXCH 5691,EXCHANGE COURSE,6
KINE 5327,PULMONARY PHYSIOLOGY OF EXERCISE,3
ANTH 4398,SUMMER FIELD SCHOOL IN ANTHROPOLOGY,3
REAE 5322,COMMERCIAL LEASE ANALYSIS,3
INTD 4365,IMMERSIVE ENVIRONMENTS,3
SCIE 4192,SELECTED TOPICS IN SCIENCE,1
FINA 5398,THESIS,3
ECED 5191,INDEPENDENT RESEARCH,1
CSE 4304,GAME DESIGN AND DEVELOPMENT,3
ENGL 6370,TOPICS IN LITERATURE AND THE ENVIRONMENT,3
POLS 4371,THE POLITICS AND FOREIGN POLICY OF ISRAEL,3
NURS 5390,TOPICS IN NURSING,3
EE 5365,FIBER OPTIC TRANSMISSION SYSTEMS,3
BE 4388,MEDICAL PRODUCT DESIGN AND DEVELOPMENT,3
PSYC 5349,POLITICAL PSYCHOLOGY FOR THE INTERNET,3
CE 5315,ADVANCED MECHANICS OF MATERIALS,3
MUSI 5022,JAZZ COMBO,0
LIST 5384,ADVANCED PEDAGOGY OF WRITING,3
SPAN 2315,INTERM SPAN HERITAGE SPEAKERS,3
MODL 5393,MODL GRADUATE INTERNSHIP,3
POLS 4312,INTERNATIONAL ORGANIZATIONS,3
SOCI 5306,SEMINAR IN RACE AND ETHNICITY,3
THEA 4334,ACTING: AUDITIONING AND SHOWCASE,3
ACCT 5335,ACCOUNTING ANALYTICS,3
EDAD 5357,HIGHER EDUCATION TRENDS AND ISSUES,3
LSHP 4191,STUDIES IN LEADERSHIP,1
ME 5998,THESIS,9
THEA 3314,VOICE AND MOVEMENT,3
PSYC 3303,DRUGS AND BEHAVIOR,3
CSE 4303,COMPUTER GRAPHICS,3
HIST 5348,TOPICS IN PUBLIC HISTORY,3
LING 5314,HISTORICAL AND COMPARATIVE LINGUISTICS,3
AE 5363,INTRODUCTION TO ROTORCRAFT ANALYSIS,3
ART 3355,ADVANCED TYPOGRAPHY,3
BE 4355,SENIOR DESIGN PROJECT II,3
ECON 6310,ADVANCED MICROECONOMIC THEORY,3
HIST 5398,THESIS,3
MUSI 5302,THEORY & COMPOSITION SPECIAL TOPICS,3
SOCI 4193,INTERNSHIP IN SOCIOLOGY,1
FREN 1441,BEGINNING FRENCH I,4
CHIN 2301,LITERATURE IN TRANSLATION,3
INSY 6382,INDEPENDENT STUDIES IN INFORMATION SYSTEMS,3
ARAB 3393,ARABIC INTERNSHIP,3
EMBA 5225,FOUNDATIONS OF QUANTITATIVE ANALYSIS,2
POLS 5333,IDENTITY AND POLITICS IN THE MIDDLE EAST,3
LING 4330,CORPUS LINGUISTICS,3
MAE 3311,THERMODYNAMICS II,3
PHYS 5385,PHYSICS LAB TECHNIQUES FOR TEACHERS,3
HIST 7399,DOCTORAL DEGREE COMPLETION,3
CE 5321,ENGINEERING FOR ENVIRONMENTAL SCIENTISTS,3
ME 5318,RADIATIVE HEAT TRANSFER,3
SOCW 2361,INTRODUCTION TO SOCIAL WORK,3
SOCI 3312,JUVENILE DELINQUENCY,3
POLS 5324,PUBLIC POLICY: ISSUES AND ANALYSIS,3
HONR-BU 4314,GLOBAL MARKET PLACE,3
MUSI 5129,PRIVATE LESSONS IN JAZZ BASS,1
PLAN 5324,COMMUNITY DEVELOPMENT,3
GEOL 4360,GEOLOGICAL PROCESSES OF OCEANS,3
SOCW 4452,SOCIAL WORK FIELD SEMINAR II,4
CHEM 6202,PRINCIPLES OF INDUSTRIAL CHEMISTRY,2
LING 6291,RESEARCH IN LINGUISTICS,2
CRCJ 4191,CONFERENCE COURSE,1
ART 5321,CREATIVE STRATEGIES,3
ACCT 6312,SEMINAR IN ACCOUNTING RESEARCH IV,3
LING 4347,PRAGMATICS,3
ENGL 4345,TOPICS IN CRITICAL THEORY,3
POLS 4395,CONFERENCE COURSE READINGS IN POLITICAL SCIENCE,3
CE 5308,STRUCTURAL MASONRY DESIGN,3
PREL 3320,STRATEGIC SOCIAL MEDIA COMMUNICATION,3
NURSC 5645,ADULT GERONTOLOGY PRIMARY CARE NP ADVANCED PRACTICUM,6
NURS 6382,HEALTH CARE POLICY,3
ART 4307,SPECIAL TOPICS IN ASIAN ART,3
EXCH 3491,EXCHANGE COURSE,4
ARCH 4332,ENERGY USE AND CONSERVATION IN ARCHITECTURE,3
SOCW 5306,GENERALIST MACRO PRACTICE,3
NURS 5110,NEONATAL ASSESSMENT LAB,1
LSHP 4315,EXECUTIVE INTERNSHIP,3
BEEP 4385,SHELTERED ENGLISH INSTRUCTION,3
COMS 4393,COMMUNICATION TOPICS,3
AE 6999,DISSERTATION,9
CHEM 4461,INSTRUMENTAL ANALYSIS,4
CSE 5379,SPECIAL TOPICS IN BIOINFORMATICS,3
MAE 4329,ADDITIVE MANUFACTURING,3
PHED 0113,PHYS EDUC,1
PSYC 4381,RESEARCH IN PSYCHOLOGY,3
NURSG 5360,SIMULATION APPLICATION IN NURSING,3
NURS 5470,INDEPENDENT STUDY IN NURSING,4
GWSS 4325,WOMEN IN SCIENCE,3
MUSI 5000,WIND SYMPHONY,0
CE 5358,SOLID WASTE ENGINEERING,3
LING 6699,DISSERTATION,6
IE 5329,PRODUCTION AND INVENTORY CONTROL SYSTEMS,3
MATH 0315,FOUNDATIONS FOR BUSINESS ALGEBRA,3
EE 4362,DIGITAL COMMUNICATIONS,3
SUT 3300,STUDENT SUCCESS & PROFESSIONALISM IN SUBSTANCE USE TREATMENT,3
HIST 5363,READING COLLOQUIUM IN NATIONAL HISTORIES,3
COMS 3320,INTERVIEW PRINCIPLES,3
IE 5303,QUALITY SYSTEMS,3
GEOL 5190,GEOSCIENCE INTERNSHIP,1
MSE 5341,TRANSMISSION ELECTRON MICROSCOPY IN MATERIALS SCIENCE,3
ENGL 3339,CLASSICAL BACKGROUNDS,3
HCAD 5377,HEALTH CARE QUALITY ASSESSMENT,3
ADVT 3306,STRATEGIC COMMUNICATION II,3
KINE 4358,APPLIED APPROACHES TO DIVERSITY AND CULTURAL AWARENESS IN PUBLIC HEALTH ORGANIZATIONS,3
IE 5307,QUEUEING THEORY,3
BIOL 4393,HONORS SENIOR PROJECT IN BIOLOGY,3
MATH 5339,NUMERICAL ANALYSIS II,3
ENGL 3380,RHETORIC AND WRITING WITH SOUND,3
MUSI 4322,ARTS MANAGEMENT AND ENTREPRENEURSHIP,3
MANA 4341,NEGOTIATIONS AND CONFLICT RESOLUTION,3
GEOG 4391,CONFERENCE COURSE,3
CSE 5348,MULTIMEDIA SYSTEMS,3
MUSI 5011,ORCHESTRA,0
GEOL 4405,METEOROLOGY AND CLIMATOLOGY,4
LING 5308,LANGUAGE ASSESSMENT,3
CHEM 1400,INTRODUCTORY CHEMICAL PRINCIPLES,4
ACCT 3316,DATA ANALYTICS FOR ACCOUNTING,3
EXCH 2191,EXCHANGE COURSE,1
BE 6995,INTERNSHIP IN BIOENGINEERING,9
FINA 4351,FINANCIAL MODELING,3
MUSI 2247,PRIVATE LESSONS IN WOODWINDS,2
MUSI 0103,SYMPHONIC WINDS,1
ANTH 5370,APPLIED ANTHROPOLOGY,3
GERM 1491,CONFERENCE COURSE,4
BUSA 4345,R FOR BUSINESS AND ECONOMIC ANALYSIS,3
POLS 4102,POLITICAL SCIENCE SERVICE LEARNING,1
BIOL 3446,HUMAN ANATOMY,4
CHEM 5192,RESEARCH IN CHEMISTRY,1
COMM 5398,THESIS,3
MAE 4000,UNDERGRADUATE RESEARCH,0
BIOL 6303,ADVANCED EVOLUTION AND ECOLOGY,3
EXCH 3391,EXCHANGE COURSE,3
HUMA 3360,AMERICAN HEALTHCARE THROUGH FILM,3
EE 5315,SYSTEM ON CHIP (SOC) DESIGN,3
FREN 1442,BEGINNING FRENCH II,4
CSE 5306,DISTRIBUTED SYSTEMS,3
COMM 3350,HEALTH COMMUNICATION,3
MATH 5311,APPLIED PROBABILITY AND STOCHASTIC PROCESSES,3
CRCJ 5301,PROSEMINAR IN CRIMINOLOGY AND CRIMINAL JUSTICE,3
MAE 2381,EXPERIMENTAL METHODS AND MEASUREMENTS,3
MATH 5328,FUNCTIONAL ANALYSIS II,3
BE 4385,STEM CELL TISSUE ENGINEERING,3
PLAN 5346,QUALITATIVE METHODS,3
BIOL 7399,DOCTORAL DEGREE COMPLETION,3
SOCW 6392,SELECTED TOPICS IN SOCIAL WELFARE,3
LING 4353,TEACHING ENGLISH AS A SECOND OR FOREIGN LANGUAGE,3
BE 5301,CELL PHYSIOLOGY FOR BIOENGINEERS,3
GEOL 5334,ANALYTICAL METHODS IN ENVIRONMENTAL SCIENCE,3
PAPP 6316,SEMINAR IN PUBLIC ADMINISTRATION,3
SOCW 5315,BRAIN AND BEHAVIOR,3
HUMA 5303,APPROACHES TO THE STUDY OF CULTURE,3
MAE 4363,INTRODUCTION TO ROTORCRAFT ANALYSIS,3
HIST 5390,DIRECTED STUDIES FOR MASTERS STUDENTS,3
ART 4356,PROFESSIONAL PREPARATION,3
ENVR 2316,CONSERVATION OF NATURAL RESOURCES,3
ECED 4310,SPECIAL POPULATIONS AND DIVERSE SETTINGS,3
GEOL 4342,MICROFOSSILS AND CARBONATE ROCKS,3
ENGL 2329,AMERICAN LITERATURE,3
CHEM 1182,GENERAL CHEMISTRY II LABORATORY FOR ADVANCED CHEMICAL TECHNOLOGIES,1
EDADIR 5391,INDEPENDENT RESEARCH,3
MATH 1331,GEOMETRICAL INFERENCE AND REASONING,3
CHEM 5011,SEMINAR IN CHEMISTRY,0
MAED 5352,PATTERNS & ALGEBRA,3
LIST 4326,SECONDARY READING,3
CHIN 2314,INTERMEDIATE CHINESE II,3
MATH 2326,CALCULUS III,3
STATS 5355,STATISTICAL THEORY FOR RESEARCH WORKERS,3
ECON 5325,TRANSFER PRICING,3
SPAN 3340,COMMUNITY TRANSLATION,3
CHEM 1441,GENERAL CHEMISTRY I,4
AE 5385,HIGH TEMPERATURE GASDYNAMICS,3
SOCI 1311,INTRODUCTION TO SOCIOLOGY,3
CRCJ 5354,COMPARATIVE CRIMINAL JUSTICE SYSTEMS,3
BSAD 6315,TIME SERIES,3
ME 6310,ADVANCED FINITE ELEMENT METHODS,3
THEA 3360,GENDER AND THE PERFORMING ARTS,3
ARCH 1342,DESIGN COMMUNICATIONS II,3
IE 6997,RESEARCH IN INDUSTRIAL ENGINEERING,9
POLS 3330,THE JUDICIAL PROCESS,3
MUSI 4252,PRIVATE LESSONS IN JAZZ BASS,2
REAE 5319,SEMINAR IN REAL ESTATE FINANCE,3
HIST 3374,EAST CENTRAL EUROPE AND THE MODERN WORLD,3
ART 5341,RESEARCH IN SCULPTURE,3
ECON 2110,SELECTED TOPICS IN ECONOMICS,1
CE 5343,ADVANCED BUILDING INFORMATION MODELING,3
ART 4357,ADVERTISING DESIGN,3
PLAN 5698,PLANNING THESIS,6
COMS 3309,ORGANIZATIONAL COMMUNICATION,3
HONR 4403,HONORS SPECIAL TOPICS,4
CM 5313,GEOTECHNICAL ASPECTS OF CONSTRUCTION,3
AAST 6391,CONFERENCE COURSE,3
MATH 4391,SPECIAL TOPICS IN MATHEMATICS,3
MUSI 5112,CHAMBER MUSIC,1
COMM 4392,ADVOCACY AND POLITICS,3
EVSE 5357,MEDICAL GEOLOGY,3
HIST 3320,AMERICAN INDIAN HISTORY,3
CM 4353,RESIDENTIAL AND COMMERCIAL CONSTRUCTION,3
FREN 6310,FRENCH STUDIES,3
ENGL 6389,TECHNICAL WRITING ACROSS THE DISCIPLINES,3
MAE 4010,AUTOMOTIVE ENGINEERING PRACTICUM II,0
DNCE 3341,DANCE PORTFOLIO,3
IE 3000,UNDERGRADUATE RESEARCH,0
ART 2342,GLASSBLOWING,3
MUSI 5145,PRIVATE LESSONS IN JAZZ DRUMSET,1
ARCH 4191,CONFERENCE COURSE,1
NURSG 5311,NURSING MANAGEMENT IN THE HEALTH CARE ENVIRONMENT,3
NURS 3347,SPECIALIZED TOPICS IN NURSING,3
NURSC 5302,CURRICULUM DEVELOPMENT IN NURSING EDUCATION,3
PCOM 4320,MANAGERIAL COMMUNICATION,3
HIST 4340,HOLLYWOOD AND THE WEST,3
EVSE 5317,ENVIRONMENTAL HYDROLOGY,3
SPAN 4334,CONTEMPORARY HISPANIC CULTURE,3
CSE 6314,ADVANCED TOPICS IN THEORETICAL COMPUTER SCIENCE,3
LING 6300,PROFESSIONAL WRITING SEMINAR,3
CM 4360,INDUSTRIAL INTERNSHIP II,3
IE 5317,INTRODUCTION TO PROBABILITY AND STATISTICS,3
ENVR 4389,RESEARCH IN ENVIRONMENTAL SCIENCES,3
ME 5365,INTRODUCTION TO HELICOPTER AND TILTROTOR SIMULATION,3
EDUC 5370,INTRODUCTION TO GIFTED AND TALENTED CHILDREN,3
CHEM 1101,SUCCESS IN CHEMISTRY AND BIOCHEMISTRY,1
PHYS 5694,RESEARCH IN PHYSICS,6
ART 4397,ADVANCED CINEMA PRODUCTION (ACP): SPECIAL STUDIES,3
PLAN 6358,INTELLIGENT TRANSPORTATION SYSTEMS (ITS) AND PLANNING,3
PLAN 5320,DATABASE MANAGEMENT FOR URBAN PLANNING AND ADMINISTRATION,3
CE 6356,ENERGY METHODS,3
CHEM 5354,ORGANIC CHEMISTRY II,3
ENGL 1375,INTRODUCTION TO CREATIVE WRITING,3
BIOL 3326,ANIMAL BEHAVIOR,3
BANA 3308,INTRODUCTION TO BUSINESS ANALYTICS,3
MATH 5345,HISTORICAL APPROACH TO REAL ANALYSIS,3
ME 5317,CONVECTION HEAT TRANSFER,3
BHNR 4330,RESEARCH METHODOLOGY AND PRACTICE,3
DASC 5304,MACHINE LEARNING,3
NURSC 5466,PEDIATRIC ACUTE CARE,4
SOCI 4295,SERVICE LEARNING INDEPENDENT STUDY,2
ARCH 5308,HISTORY OF URBAN FORM,3
EE 4240,CONCEPTS & EXERCISES IN ENGINEERING PRACTICE,2
KINE 5355,PATHOPHYSIOLOGY & PHARMACOLOGY II,3
INTS 4388,SPECIAL TOPICS INTERDISCIPLINARY STUDIES,3
CE 4323,LANDFILL DESIGN,3
BE 3101,SEMINAR IN BIOENGINEERING,1
GERM 1442,BEGINNING GERMAN II,4
IE 4308,QUALITY SYSTEMS,3
MUSI 2236,PRIVATE LESSONS IN JAZZ GUITAR,2
MUSI 2301,APPRECIATION OF MUSIC IN FILM,3
MUSI 1238,PRIVATE LESSONS IN JAZZ DRUMSET,2
SCIE 4333,MULTIPLE TEACHING PRACTICES,3
SUST 5303,SUSTAINABILITY ISSUES SEMINAR III,3
KINE 5994,RESEARCH IN KINESIOLOGY,9
AE 5310,FINITE ELEMENT METHODS,3
NURSG 5433,FAMILY II,4
HONR-SC 1461,HONORS GENERAL CHEMISTRY I,4
EDTC 5310,COMPUTER APPLICATIONS IN CURRICULUM AND INSTRUCTION,3
EDAD 5351,HIGHER EDUCATION ADMINISTRATION AND STUDENT AFFAIRS,3
MUSI 0132,MAVBRASS,1
MUSI 4468,PRIVATE LESSONS IN ORGAN,4
MUSI 5362,INTRODUCTION TO RESEARCH IN MUSIC,3
THEA 1343,INTRODUCTION TO THEATRE,3
KINE 5193,PHYSIOLOGY OF EXERCISE INTERNSHIP,1
GEOL 4081,RESEARCH IN EARTH & ENVIRONMENTAL SCIENCES,0
KINE 5241,PERFORMANCE ENHANCEMENT FOR THE ATHLETIC TRAINER,2
LING 6191,RESEARCH IN LINGUISTICS,1
AE 7399,DOCTORAL DEGREE COMPLETION,3
PSYC 4339,PSYCHOLOGY OF JUDGMENT AND CHOICE,3
ENGL 5380,TEXTUAL THEORIES OF CULTURE,3
EXSS 1214,BIOPH PR HU MV,2
ASA 1491,AFFILIATED STUDIES ABROAD,4
UDES 4304,URBAN SUSTAINABILITY CAPSTONE PREP,3
CHEM 5351,ORGANIC CHEMISTRY I,3
CE 5335,AIRPORT ENGINEERING,3
MUSI 0102,WIND SYMPHONY,1
ME 5320,DESIGN OPTIMIZATION,3
LING 5310,SOCIOLINGUISTICS,3
MSE 4304,ANALYSIS OF MATERIALS,3
POLS 3307,COMPARATIVE STATE AND LOCAL POLITICS,3
MUSI 4324,HISTORY OF MUSICAL THEATRE,3
UDES 1301,INTRODUCTION TO PRINCIPLES OF SUSTAINABLE URBAN DESIGN,3
CLAS 2105,CLASSICAL STUDIES ABROAD,1
BE 5324,BIOMEDICAL OPTICS LABORATORY,3
BIOL 5307,NEUROBIOLOGY,3
POLS 3333,JURISPRUDENCE AND CONSTITUTIONAL CONFLICT,3
ART 4695,ART INTERNSHIP,6
HUMA 5307,TOPICS IN GENDER STUDIES,3
MATH 4394,UNDERGRADUATE RESEARCH EXPERIENCES,3
CHIN 3304,CHINESE CONVERSATION AND CULTURE II,3
LARC 5321,ADVANCED COMMUNICATIONS,3
AE 5325,COMBUSTION,3
RUSS 4303,PROPAGANDA AND IDEOLOGY IN SOVIET ART AND LITERATURE,3
LING 5698,THESIS,6
CM 4304,CONSTRUCTION CONTRACTS,3
KINE 6326,CARDIOCIRCULATORY PHYSIOLOGY OF EXERCISE,3
UDES 2442,URBAN DIAGRAMMING AND COMMUNICATION II,4
PSYC 6291,RESEARCH IN PSYCHOLOGY,2
MAE 1104,INTRODUCTION TO ENGINEERING,1
ME 5374,NONLINEAR SYSTEMS ANALYSIS AND CONTROLS,3
MATH 4324,INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS,3
AREN 3391,PROBLEMS IN ARCHITECTURAL ENGINEERING,3
CSE 1311,INTRODUCTION TO PROGRAMMING FOR ENGINEERS,3
MSE 4291,ADVANCED PROBLEMS IN MATERIALS SCIENCE & ENGINEERING,2
EXSA 0168,INTERMEDIATE YOGA,1
ENGL 3341,HISTORY OF AMERICAN LITERATURE II,3
PHYS 3455,ELECTRONICS,4
HEED 4311,THE ENVIRONMENT AND PUBLIC HEALTH SYSTEMS,3
AE 5301,ADVANCED TOPICS IN AEROSPACE ENGINEERING,3
BIOL 5693,RESEARCH IN BIOLOGY,6
CHEM 3101,CHEMICAL INFORMATICS II,1
ENVR 4289,RESEARCH IN ENVIRONMENTAL SCIENCES,2
CHEM 5291,READINGS IN CHEMISTRY,2
MUSI 0130,SYMPHONIC BAND,1
KORE 3391,CONFERENCE COURSE,3
EE 5336,FOUNDATIONS OF MEDICAL IMAGING,3
FINA 4311,MONEY AND CAPITAL MARKETS,3
THEA 1101,THEATRE ARTS SYMPOSIUM,1
BIOL 4321,ADVANCED PROBLEM SOLVING IN BIOLOGY,3
COMM 5310,THEORIES IN PERSUASION,3
REAE 5304,SUSTAINABLE PROJECTS IN THE BUILT ENVIRONMENT,3
AREN 3191,PROBLEMS IN ARCHITECTURAL ENGINEERING,1
BHNR 4393,BUSINESS HONORS INTERNSHIP,3
BE 5360,DESIGN AND APPLICATION OF ARTIFICIAL ORGANS,3
BIOL 4329,NEURAL ENGINEERING,3
CTEC 4395,PROFESSIONAL INTERNSHIP,3
KINE 5293,PHYSIOLOGY OF EXERCISE INTERNSHIP,2
MAE 3242,MECHANICAL DESIGN I,2
CTEC 3320,MULTIMODAL COMMUNICATION AND DESIGN,3
ECED 5321,LANGUAGE AND LITERACY DEVELOPMENT YEARS,3
EVSE 5318,CLIMATE CHANGE RISK AND RESILIENCE,3
NURS 3637,INDEPENDENT STUDY,6
OPMA 5365,PURCHASING MANAGEMENT,3
ENGL 4371,ADVANCED ARGUMENTATION,3
ARCH 2304,HISTORY OF ARCHITECTURE AND INTERIOR DESIGN II,3
INTS 2388,SPECIAL TOPICS INTERDISCIPLINARY STUDIES,3
LARC 4313,HISTORY AND THEORY OF LANDSCAPE ARCHITECTURE II,3
GWSS 3338,COMPARATIVE KINSHIP AND FAMILY SYSTEMS,3
ENGR 1101,ENTRANCE TO ENGINEERING FOR TRANSFER STUDENTS,1
CM 4337,LAND AND SITE DEVELOPMENT,3
BCMN 3380,PODCAST PRODUCTION,3
ENGL 5352,HISTORY OF RHETORIC III: MODERN AND CONTEMPORARY RHETORIC,3
SPAN 3318,MEXICAN POPULAR CULTURE,3
PHYS 1443,GENERAL TECHNICAL PHYSICS I,4
MARK 4335,MULTICULTURAL MARKETING,3
CM 4391,PROBLEMS IN CONSTRUCTION MANAGEMENT,3
MAE 2391,SPECIAL PROBLEMS IN MECHANICAL AND AEROSPACE ENGINEERING,3
PHYS 5393,READINGS IN PHYSICS,3
LARC 5302,LAND DEVELOPMENT PLANNING,3
PAPP 5324,URBAN PUBLIC FINANCE,3
NURS 3147,SPECIALIZED TOPICS IN NURSING,1
BSTAT 5392,SELECTED TOPICS IN BUSINESS STATISTICS,3
EE 5306,ELECTROMAGNETIC THEORY,3
MUSI 0124,FLUTE CHOIR,1
SOCI 3353,SOCIAL CLIMATE OF CITIES,3
MATH 5303,FUNDAMENTALS OF MATHEMATICAL SCIENCES II,3
MARK 5398,THESIS,3
CRCJ 5381,CRIME & PUBLIC POLICY,3
ART 3387,DIRECTED SCREENINGS,3
MUSI 5392,ADVANCED SONATA THEORY,3
ENVR 4305,SELECTED TOPICS IN ENVIRONMENTAL SCIENCES,3
PCOM 3301,FUNDRAISING AND DEVELOPMENT,3
CE 4336,HOT MIX ASPHALT DESIGN & CONSTRUCTION,3
HIST 3337,MILITARY HISTORY OF THE UNITED STATES,3
CLAS 2303,THE CLASSICAL ROOTS OF ENGLISH VOCABULARY,3
EE 4000,UNDERGRADUATE RESEARCH,0
CHIN 3391,CONFERENCE COURSE,3
MARK 5330,SERVICES MARKETING MANAGEMENT,3
KINE 4389,FITNESS MANAGEMENT INTERNSHIP,3
SPAN 4310,TOPICS IN PENINSULAR SPANISH LITERATURE AND CULTURE TO THE EIGHTEENTH CENTURY,3
INSY 4331,SEMINAR IN INFORMATION SYSTEMS,3
CE 5354,WATER RESOURCES PLANNING,3
ESOL 5302,ACADEMIC READING,3
PLAN 6317,INTERMEDIATE DATA ANALYSIS,3
AREN 4365,STRUCTURAL WOOD DESIGN,3
CHIN 4336,CLASSICAL CHINESE THOUGHT: THE ART OF WAR BY SUN TZU,3
INSY 5357,ENTERPRISE RESOURCE PLANNING,3
MSE 4191,ADVANCED PROBLEMS IN MATERIALS SCIENCE & ENGINEERING,1
EDUC 5371,MEASUREMENT AND ASSESSMENT OF GIFTED AND TALENTED CHILDREN,3
EDUC 5390,SELECTED TOPICS IN EDUCATION,3
GREK 2313,GREEK LEVEL III,3
ACCT 4331,SEMINAR IN ACCOUNTING,3
PLAN 5316,LAND USE PLANNING AND THE LAW,3
ART 3321,CHINESE ART AND ARCHITECTURE,3
KINE 5339,ASSESSMENT AND MANAGEMENT III,3
HIST 6361,RESEARCH SEMINAR IN LATE TRANSATLANTIC HISTORY,3
EE 4380,PRINCIPLES OF PHOTONICS AND OPTICAL ENGINEERING,3
GEOL 4402,COMPUTER MODELING IN EARTH SCIENCE,4
PAPP 5346,BIG DATA AND PUBLIC POLICY ANALYSIS,3
BIOL 3445,METHODS IN MOLECULAR MICROBIOLOGY,4
EE 4311,EMBEDDED MICROCONTROLLER SYSTEMS,3
EXCH 1591,EXCHANGE COURSE,5
BEEP 5391,INDEPENDENT RESEARCH,3
PHIL 1301,FUNDAMENTALS OF REASONING,3
GEOL 5180,PROFESSIONAL ORIENTATION AND BUSINESS ETHICS,1
MARK 4320,PRODUCT AND BRAND STRATEGY,3
MARK 5299,GRADUATE MARKETING INTERNSHIP,2
MUSI 2257,PRIVATE LESSONS IN ORGAN,2
EE 6343,QUANTUM WELL LASERS,3
MODL 5308,TECHNOLOGY AND LANGUAGE INSTRUCTION,3
LARC 4300,INTRODUCTION TO LANDSCAPE ARCHITECTURE,3
EDAD 6699,DISSERTATION,6
KINE 5335,GRADED EXERCISE TESTING AND PRESCRIPTION,3
GEOL 4332,GLOBAL POSITIONING SYSTEM,3
ART 4308,FINE ART MUSEUMS AND RESEARCH COLLECTIONS,3
MATH 3335,ANALYSIS I,3
SOCI 2312,SOCIAL PROBLEMS,3
BIOL 3320,BIOLOGY OF TEXAS,3
HONR 2106,HONORS SEMINAR,1
KINE 5382,CHRONIC DISEASE EPIDEMIOLOGY,3
ENGL 4391,ENGLISH CONFERENCE COURSE,3
IE 5314,SAFETY ENGINEERING,3
EXSA 0181,VOLLEYBALL: ADVANCED,1
CHEM 5698,THESIS,6
ENGL 4336,TOPICS IN AMERICAN LITERATURE,3
HONR 4535,HONORS SPECIAL TOPICS,5
BIOL 5698,THESIS,6
AE 5350,CLASSICAL AERODYNAMICS,3
CSE 4382,SECURE PROGRAMMING,3
REAE 5318,SUSTAINABLE DEVELOPMENT,3
OPMA 5299,GRADUATE OPERATIONS MANAGEMENT INTERNSHIP,2
ART 4352,ADVANCED CINEMA PRODUCTION (ACP): FICTION,3
KINE 5224,CLINICAL ATHLETIC TRAINING V,2
FREN 2391,CONFERENCE COURSE,3
MSE 5354,ELECTRONIC MATERIALS AND DEVICES,3
SCIE 5323,MODERN PHYSICS,3
PLAN 6307,URBAN GEOGRAPHY,3
COMM 3300,COMMUNICATION TECHNOLOGY,3
ECON 5199,GRADUATE ECONOMICS INTERNSHIP,1
ENGL 4370,RHETORIC AND COMPOSITION FOR SECONDARY SCHOOL TEACHERS,3
MAE 3181,MATERIALS AND STRUCTURES LAB,1
MARK 6390,TOPICS IN MARKETING,3
REAE 5315,REAL ESTATE TRENDS & ISSUES,3
GEOL 5365,TOPICS IN GEOLOGY,3
STATS 4313,MATHEMATICAL STATISTICS,3
PAPP 6399,DISSERTATION,3
THEA 1315,THEATRICAL MAKEUP,3
CSE 4355,ELECTROMECHANICAL SYSTEMS AND SENSORS,3
CHEM 2285,QUANTITATIVE CHEMISTRY LABORATORY,2
ARAB 3312,TOPICS IN ARABIC LITERATURE AND CULTURE,3
MODL 4316,TOPICS IN GLOBAL FRENCH CUISINES,3
ENGL 3383,INFORMATION DESIGN,3
MATH 4180,ORAL COMMUNICATION OF MATHEMATICS,1
MUSI 5212,ELEMENTARY MUSIC,2
CHEM 4291,READINGS IN CHEMISTRY,2
ANTH 3333,NORTH AMERICAN INDIANS,3
PAPP 5334,MANAGEMENT OF ECONOMIC DEVELOPMENT,3
PLAN 5340,GIS AND SUITABILITY ANALYSIS,3
CSE 4391,INDIVIDUAL PROJECTS,3
AREN 1105,INTRODUCTION TO ARCHITECTURAL ENGINEERING,1
MAE 4301,SPECIAL TOPICS IN MECHANICAL AND AEROSPACE ENGINEERING,3
LIST 4376,ASSESSMENT IN LITERACY LEARNING,3
PHYS 3315,ASTROPHYSICS AND COSMOLOGY,3
THEA 2311,MUSICAL THEATRE MUSICIANSHIP II,3
BE 5345,BIOSENSOR,3
PAPP 5395,CONFERENCE COURSE IN URBAN AFFAIRS,3
CHEM 5300,SELECTED TOPICS IN ADVANCED CHEMISTRY,3
ECON 5318,ECONOMICS OF SPORTS,3
EXSS 2287,RHYTHMS & DANCE,2
MARK 5350,MULTICULTURAL RESEARCH METHODS,3
